CustomerID,Half,Coefficient,Risk_Group
12647,2,0.250199783,Low_Risk
12654,1,1,Low_Risk
12654,2,0,Low_Risk
12656,1,1,Low_Risk
12656,2,-0.825618307,Low_Risk
12657,2,0.103773421,Low_Risk
12662,1,0.924760652,Low_Risk
12662,2,-0.388420942,Low_Risk
12664,1,-1,Low_Risk
12664,2,0.586718999,Low_Risk
12668,1,-0.544766644,Low_Risk
12668,2,-1,Low_Risk
12670,1,-1,Low_Risk
12670,2,1,Low_Risk
12681,1,-0.87612714,Low_Risk
12681,2,0.488260966,Low_Risk
12682,1,0.141463788,Low_Risk
12682,2,0.131088171,Low_Risk
12683,1,-0.110497009,Low_Risk
12683,2,-0.315758452,Low_Risk
12684,1,-1,Low_Risk
12684,2,-0.210036564,Low_Risk
12700,1,0,Low_Risk
12700,2,0.697800792,Low_Risk
12704,1,0,Low_Risk
12704,2,-0.334206587,Low_Risk
12705,1,-0.958125711,Low_Risk
12705,2,-0.463652531,Low_Risk
12708,1,-0.067084185,Low_Risk
12708,2,-0.436177995,Low_Risk
12709,1,0.077536596,Low_Risk
12709,2,-0.334567612,Low_Risk
12712,1,0.921979186,Low_Risk
12712,2,-0.738044274,Low_Risk
12714,1,-0.918936545,Low_Risk
12714,2,1,Low_Risk
12720,1,0.250862526,Low_Risk
12720,2,0.470963044,Low_Risk
12723,2,-0.762671331,Low_Risk
12727,1,0.361315098,Low_Risk
12727,2,1,Low_Risk
12731,1,-0.710980663,Low_Risk
12731,2,-0.060822036,Low_Risk
12747,1,0.499697344,Low_Risk
12747,2,0.170920837,Low_Risk
12748,1,0.919430186,Low_Risk
12748,2,0.381971522,Low_Risk
12749,1,0,Low_Risk
12749,2,-0.925136597,Low_Risk
12753,1,0.239278905,Low_Risk
12753,2,-0.111867199,Low_Risk
12757,1,-1,Low_Risk
12757,2,0.158055836,Low_Risk
12766,1,0.971760204,Low_Risk
12766,2,-0.247722481,Low_Risk
12779,1,-0.283900763,Low_Risk
12779,2,0,Low_Risk
12782,1,-1,Low_Risk
12782,2,-1,Low_Risk
12783,2,-0.177893915,Low_Risk
12826,1,-1,Low_Risk
12826,2,-0.497407342,Low_Risk
12828,2,0.401240458,Low_Risk
12839,1,0.255824249,Low_Risk
12839,2,0.478586972,Low_Risk
12841,1,-0.881555802,Low_Risk
12841,2,-0.635316588,Low_Risk
12856,2,-0.986633704,Low_Risk
12867,1,0.740640175,Low_Risk
12867,2,1,Low_Risk
12877,1,0.807494032,Low_Risk
12877,2,0.36358071,Low_Risk
12901,1,-0.591093224,Low_Risk
12901,2,0.139224721,Low_Risk
12910,1,-1,Low_Risk
12910,2,0.579445164,Low_Risk
12912,2,0.998221195,Low_Risk
12913,1,-1,Low_Risk
12913,2,-1,Low_Risk
12919,1,0,Low_Risk
12919,2,0.661961719,Low_Risk
12921,1,-0.164351758,Low_Risk
12921,2,-0.097480309,Low_Risk
12931,1,-0.34262707,Low_Risk
12931,2,-0.853271274,Low_Risk
12935,1,-1,Low_Risk
12935,2,-0.330250461,Low_Risk
12948,1,-1,Low_Risk
12948,2,-0.916521657,Low_Risk
12949,1,-1,Low_Risk
12949,2,-1,Low_Risk
12951,1,-0.240160394,Low_Risk
12951,2,0,Low_Risk
12952,2,-0.712658444,Low_Risk
12955,1,-0.831936255,Low_Risk
12955,2,0.495928123,Low_Risk
12957,1,0.204129915,Low_Risk
12957,2,-0.256501255,Low_Risk
12963,1,0,Low_Risk
12963,2,0.309457818,Low_Risk
12971,1,-0.060541945,Low_Risk
12971,2,-0.33987459,Low_Risk
12989,1,-0.503572681,Low_Risk
12989,2,-0.704611012,Low_Risk
12994,1,0,Low_Risk
12994,2,1,Low_Risk
13001,1,-0.668634618,Low_Risk
13001,2,-0.997070831,Low_Risk
13004,1,-0.234810316,Low_Risk
13004,2,0.821634275,Low_Risk
13012,1,-0.74867817,Low_Risk
13012,2,0.569575608,Low_Risk
13013,1,-1,Low_Risk
13013,2,-0.276815212,Low_Risk
13014,1,-0.975353608,Low_Risk
13014,2,0.078713162,Low_Risk
13018,1,-0.050602996,Low_Risk
13018,2,0.498521325,Low_Risk
13021,1,0.89496933,Low_Risk
13021,2,0.624525036,Low_Risk
13026,1,1,Low_Risk
13026,2,-0.759918066,Low_Risk
13050,1,0.304468884,Low_Risk
13050,2,0.674446233,Low_Risk
13069,1,0.627130678,Low_Risk
13069,2,-0.366373717,Low_Risk
13078,1,-0.012191257,Low_Risk
13078,2,0.410411188,Low_Risk
13079,2,-0.205443854,Low_Risk
13081,1,0.525704498,Low_Risk
13081,2,0.099231639,Low_Risk
13089,1,-0.658304777,Low_Risk
13089,2,0.142683202,Low_Risk
13090,1,0.922089027,Low_Risk
13090,2,0.289026779,Low_Risk
13094,1,-0.002411097,Low_Risk
13094,2,-0.846365512,Low_Risk
13098,1,0.800273117,Low_Risk
13098,2,0.284019279,Low_Risk
13102,1,-0.578529462,Low_Risk
13102,2,-0.681047671,Low_Risk
13104,1,0,Low_Risk
13104,2,0.855389787,Low_Risk
13109,2,-0.735015212,Low_Risk
13110,1,1,Low_Risk
13110,2,-0.825544727,Low_Risk
13113,1,0.321225265,Low_Risk
13113,2,-0.7444167,Low_Risk
13115,1,0.982130857,Low_Risk
13115,2,0.243082495,Low_Risk
13117,1,-0.586420507,Low_Risk
13117,2,1,Low_Risk
13126,1,1,Low_Risk
13126,2,-0.018758256,Low_Risk
13137,1,1,Low_Risk
13137,2,0.886566676,Low_Risk
13139,1,1,Low_Risk
13139,2,0.536649473,Low_Risk
13148,1,-0.965397421,Low_Risk
13148,2,0.215790102,Low_Risk
13159,2,-0.883728652,Low_Risk
13171,1,0,Low_Risk
13171,2,-0.738806355,Low_Risk
13178,1,0.498877624,Low_Risk
13178,2,-0.991654881,Low_Risk
13183,1,-0.999673259,Low_Risk
13183,2,-0.19966423,Low_Risk
13184,1,-0.114740095,Low_Risk
13184,2,-0.65910083,Low_Risk
13198,1,1,Low_Risk
13198,2,-0.46284761,Low_Risk
13199,1,-0.159021867,Low_Risk
13199,2,0.510368569,Low_Risk
13209,1,0.209894356,Low_Risk
13209,2,0.690000619,Low_Risk
13225,1,-0.748585665,Low_Risk
13225,2,0.890054673,Low_Risk
13230,1,0.361850041,Low_Risk
13230,2,-0.3211897,Low_Risk
13238,1,0,Low_Risk
13238,2,0,Low_Risk
13263,1,0.471819,Low_Risk
13263,2,0.037966372,Low_Risk
13266,1,0.018393719,Low_Risk
13266,2,0.671313495,Low_Risk
13267,1,-0.546899035,Low_Risk
13267,2,0.435362558,Low_Risk
13268,1,-0.619165881,Low_Risk
13268,2,1,Low_Risk
13269,1,-0.843559949,Low_Risk
13269,2,0.467509057,Low_Risk
13305,1,0.917032376,Low_Risk
13305,2,0.052863769,Low_Risk
13309,1,-1,Low_Risk
13309,2,-0.953159587,Low_Risk
13310,1,1,Low_Risk
13310,2,-1,Low_Risk
13319,1,0.711033454,Low_Risk
13319,2,0.213906431,Low_Risk
13323,2,0.940665905,Low_Risk
13362,1,-1,Low_Risk
13362,2,-0.862992698,Low_Risk
13384,1,0,Low_Risk
13384,2,-0.163943716,Low_Risk
13394,1,-0.790058653,Low_Risk
13394,2,-0.36537175,Low_Risk
13408,1,0.439221152,Low_Risk
13408,2,0.030749314,Low_Risk
13410,1,-0.727811714,Low_Risk
13410,2,-0.508195768,Low_Risk
13418,1,0.071667953,Low_Risk
13418,2,0.658709814,Low_Risk
13426,1,-0.335567054,Low_Risk
13426,2,-0.350540152,Low_Risk
13435,1,0,Low_Risk
13435,2,-0.381054144,Low_Risk
13448,1,0,Low_Risk
13448,2,1,Low_Risk
13458,1,-0.439673108,Low_Risk
13458,2,-0.258781334,Low_Risk
13468,1,-0.139987234,Low_Risk
13468,2,-0.122542548,Low_Risk
13488,1,-0.4668128,Low_Risk
13488,2,0.773679786,Low_Risk
13495,1,0,Low_Risk
13495,2,-1,Low_Risk
13509,1,1,Low_Risk
13509,2,0.615099014,Low_Risk
13510,1,0,Low_Risk
13510,2,0.705639267,Low_Risk
13534,1,0.06846984,Low_Risk
13534,2,-0.574178896,Low_Risk
13536,2,0.653723439,Low_Risk
13549,1,1,Low_Risk
13549,2,-0.947767498,Low_Risk
13571,1,-0.954681029,Low_Risk
13571,2,0.926218447,Low_Risk
13576,1,-0.138490394,Low_Risk
13576,2,0.337763028,Low_Risk
13588,1,0,Low_Risk
13588,2,-0.42889021,Low_Risk
13599,1,-0.229188918,Low_Risk
13599,2,0.370274447,Low_Risk
13610,1,-0.777107313,Low_Risk
13610,2,-0.072259796,Low_Risk
13629,1,0.517732988,Low_Risk
13629,2,0.051930079,Low_Risk
13630,1,0.318014769,Low_Risk
13630,2,-0.587744946,Low_Risk
13644,2,-0.689078323,Low_Risk
13647,1,-1,Low_Risk
13647,2,-0.187794475,Low_Risk
13658,1,0,Low_Risk
13658,2,-1,Low_Risk
13668,1,-0.015464059,Low_Risk
13668,2,0.350070658,Low_Risk
13680,1,0,Low_Risk
13680,2,-1,Low_Risk
13685,2,-1,Low_Risk
13694,1,0.307849507,Low_Risk
13694,2,-0.165171812,Low_Risk
13695,1,0.721724256,Low_Risk
13695,2,-0.110607947,Low_Risk
13700,1,0.559367116,Low_Risk
13700,2,-0.850622771,Low_Risk
13704,2,-0.938893333,Low_Risk
13709,1,1,Low_Risk
13709,2,-0.136755165,Low_Risk
13735,1,-1,Low_Risk
13735,2,-1,Low_Risk
13742,1,0.236614035,Low_Risk
13742,2,1,Low_Risk
13743,1,1,Low_Risk
13743,2,-0.016144248,Low_Risk
13755,2,-0.778265179,Low_Risk
13756,1,-1,Low_Risk
13756,2,0.640958966,Low_Risk
13767,1,0.289963436,Low_Risk
13767,2,0.130924886,Low_Risk
13769,1,-0.162331083,Low_Risk
13769,2,0.557188968,Low_Risk
13777,1,0.46501782,Low_Risk
13777,2,0.710069558,Low_Risk
13784,1,0.821523366,Low_Risk
13784,2,-0.708745503,Low_Risk
13798,1,-0.18501372,Low_Risk
13798,2,0.484493213,Low_Risk
13808,2,-0.9017601,Low_Risk
13854,1,-0.444065101,Low_Risk
13854,2,-0.247990637,Low_Risk
13860,2,-0.23869186,Low_Risk
13862,1,-0.493017571,Low_Risk
13862,2,-0.85475836,Low_Risk
13870,1,-1,Low_Risk
13870,2,-0.759112428,Low_Risk
13871,1,0.166806749,Low_Risk
13871,2,0.293596895,Low_Risk
13880,1,0.729379173,Low_Risk
13880,2,-0.024991159,Low_Risk
13881,1,0.596487055,Low_Risk
13881,2,0.332811575,Low_Risk
13882,2,-0.9217918,Low_Risk
13883,1,0.699416922,Low_Risk
13883,2,-1,Low_Risk
13884,1,0,Low_Risk
13884,2,-1,Low_Risk
13890,1,0,Low_Risk
13890,2,0.52250501,Low_Risk
13924,2,-0.651711658,Low_Risk
13949,2,-0.80134218,Low_Risk
13950,1,0,Low_Risk
13950,2,1,Low_Risk
13953,1,0.185016066,Low_Risk
13953,2,0.388045512,Low_Risk
13956,1,1,Low_Risk
13956,2,-0.965826271,Low_Risk
13969,1,0.669382378,Low_Risk
13969,2,0.60318548,Low_Risk
13971,1,-0.560888828,Low_Risk
13971,2,-0.928688001,Low_Risk
13983,1,-0.862269,Low_Risk
13983,2,-0.844243966,Low_Risk
13985,1,0.218227875,Low_Risk
13985,2,0.092109424,Low_Risk
13988,1,-0.244713497,Low_Risk
13988,2,-0.877199411,Low_Risk
13994,2,0.142072721,Low_Risk
13999,1,0.364458208,Low_Risk
13999,2,0.065512744,Low_Risk
14005,1,-1,Low_Risk
14005,2,0.839481386,Low_Risk
14030,1,1,Low_Risk
14030,2,0.881357729,Low_Risk
14031,1,0.173061905,Low_Risk
14031,2,-0.016543081,Low_Risk
14032,1,0.201627404,Low_Risk
14032,2,-0.060283857,Low_Risk
14047,1,1,Low_Risk
14047,2,1,Low_Risk
14051,1,-0.015529033,Low_Risk
14051,2,0.464778492,Low_Risk
14056,1,0.027371199,Low_Risk
14056,2,-0.137858711,Low_Risk
14057,1,-0.31055798,Low_Risk
14057,2,-0.169075486,Low_Risk
14060,1,-0.265273055,Low_Risk
14060,2,-0.082859265,Low_Risk
14062,1,-0.771416392,Low_Risk
14062,2,0.169952282,Low_Risk
14071,1,-1,Low_Risk
14071,2,-0.744657205,Low_Risk
14083,1,1,Low_Risk
14083,2,0.971462047,Low_Risk
14085,1,-0.691578313,Low_Risk
14085,2,0.602544692,Low_Risk
14088,1,1,Low_Risk
14088,2,0.642792877,Low_Risk
14092,1,0.362875742,Low_Risk
14092,2,0.350390459,Low_Risk
14096,2,0.537247154,Low_Risk
14099,1,0.806534996,Low_Risk
14099,2,0.202395262,Low_Risk
14102,2,-0.136518994,Low_Risk
14110,1,-0.240515524,Low_Risk
14110,2,-0.277108096,Low_Risk
14112,1,-1,Low_Risk
14112,2,-0.692362903,Low_Risk
14113,1,0,Low_Risk
14113,2,0.213217314,Low_Risk
14121,2,0.358940768,Low_Risk
14132,1,0,Low_Risk
14132,2,0.222623849,Low_Risk
14135,1,-0.977469136,Low_Risk
14135,2,-0.175504856,Low_Risk
14141,2,-0.391134812,Low_Risk
14146,1,1,Low_Risk
14146,2,1,Low_Risk
14156,1,-0.572907,Low_Risk
14156,2,-0.591616505,Low_Risk
14159,1,1,Low_Risk
14159,2,0.072408156,Low_Risk
14178,1,0,Low_Risk
14178,2,0.749185161,Low_Risk
14180,1,-0.422956746,Low_Risk
14180,2,0.267242596,Low_Risk
14188,1,-1,Low_Risk
14188,2,-0.595292771,Low_Risk
14189,1,-0.461734426,Low_Risk
14189,2,0.339584769,Low_Risk
14191,1,1,Low_Risk
14191,2,0.286266789,Low_Risk
14194,1,0.249172414,Low_Risk
14194,2,0.257962313,Low_Risk
14198,1,0,Low_Risk
14198,2,-0.672477762,Low_Risk
14209,1,-0.357102054,Low_Risk
14209,2,-0.994570497,Low_Risk
14217,1,0.307385734,Low_Risk
14217,2,-0.059833637,Low_Risk
14227,1,-0.130060763,Low_Risk
14227,2,-0.468288162,Low_Risk
14235,1,-1,Low_Risk
14235,2,-0.504059488,Low_Risk
14243,1,-0.574885044,Low_Risk
14243,2,-0.593683044,Low_Risk
14251,2,-0.925956439,Low_Risk
14258,1,-0.597133413,Low_Risk
14258,2,-0.691378166,Low_Risk
14262,1,0,Low_Risk
14262,2,0.263752319,Low_Risk
14282,1,0.467279225,Low_Risk
14282,2,0.63544104,Low_Risk
14289,1,-0.906225475,Low_Risk
14289,2,-1,Low_Risk
14290,1,0,Low_Risk
14290,2,-0.045324879,Low_Risk
14291,1,-0.999187964,Low_Risk
14291,2,0.366060218,Low_Risk
14292,1,0.207498351,Low_Risk
14292,2,-0.705151646,Low_Risk
14298,1,0.194075547,Low_Risk
14298,2,-0.324472456,Low_Risk
14299,1,0,Low_Risk
14299,2,-0.629696235,Low_Risk
14309,1,0.575384084,Low_Risk
14309,2,0.798515902,Low_Risk
14321,1,-1,Low_Risk
14321,2,0.395504114,Low_Risk
14329,1,-0.156696942,Low_Risk
14329,2,0.070092218,Low_Risk
14334,1,-0.1368539,Low_Risk
14334,2,-0.990450455,Low_Risk
14367,1,-0.041782858,Low_Risk
14367,2,-0.783072288,Low_Risk
14388,1,1,Low_Risk
14388,2,0.001772188,Low_Risk
14389,1,1,Low_Risk
14389,2,0.09362173,Low_Risk
14390,1,-1,Low_Risk
14390,2,0.822188258,Low_Risk
14395,1,-0.202679573,Low_Risk
14395,2,-0.043715003,Low_Risk
14397,1,-1,Low_Risk
14397,2,0.747048772,Low_Risk
14401,1,1,Low_Risk
14401,2,-0.266599446,Low_Risk
14408,1,0.950731486,Low_Risk
14408,2,-0.750783252,Low_Risk
14410,1,-0.0236875,Low_Risk
14410,2,-0.539990433,Low_Risk
14415,1,0.26555423,Low_Risk
14415,2,0.575231594,Low_Risk
14419,1,0,Low_Risk
14419,2,0.589518219,Low_Risk
14422,1,1,Low_Risk
14422,2,-0.887633132,Low_Risk
14426,1,0.113375767,Low_Risk
14426,2,1,Low_Risk
14428,1,-1,Low_Risk
14428,2,0.317681795,Low_Risk
14432,2,0.82917221,Low_Risk
14440,1,0,Low_Risk
14440,2,0.708817771,Low_Risk
14441,1,0.825193879,Low_Risk
14441,2,-0.365903974,Low_Risk
14442,1,1,Low_Risk
14442,2,0,Low_Risk
14456,2,-0.414953552,Low_Risk
14493,2,0.042486861,Low_Risk
14502,1,0.722994701,Low_Risk
14502,2,0.970623419,Low_Risk
14503,1,0,Low_Risk
14503,2,0.285185725,Low_Risk
14505,1,0.969460185,Low_Risk
14505,2,1,Low_Risk
14511,2,0.872949806,Low_Risk
14524,1,0.699090248,Low_Risk
14524,2,-1,Low_Risk
14525,1,0.707113019,Low_Risk
14525,2,-0.566532169,Low_Risk
14527,1,-0.272756692,Low_Risk
14527,2,0.461629706,Low_Risk
14533,2,-0.177439369,Low_Risk
14534,1,0.42275774,Low_Risk
14534,2,-0.119081194,Low_Risk
14543,1,0.556757763,Low_Risk
14543,2,-0.38818264,Low_Risk
14546,1,-1,Low_Risk
14546,2,-0.625602832,Low_Risk
14547,2,0.013853748,Low_Risk
14560,1,-0.36950967,Low_Risk
14560,2,0.193818307,Low_Risk
14562,1,-0.828896787,Low_Risk
14562,2,0.199138441,Low_Risk
14572,1,1,Low_Risk
14572,2,-0.538355146,Low_Risk
14583,1,1,Low_Risk
14583,2,-1,Low_Risk
14587,1,-0.410870296,Low_Risk
14587,2,0,Low_Risk
14606,1,-0.844975095,Low_Risk
14606,2,-0.179143067,Low_Risk
14607,1,0,Low_Risk
14607,2,-1,Low_Risk
14621,1,0,Low_Risk
14621,2,0.386801095,Low_Risk
14626,1,0,Low_Risk
14626,2,-0.912329951,Low_Risk
14640,1,1,Low_Risk
14640,2,-0.07574817,Low_Risk
14646,1,-0.041508685,Low_Risk
14646,2,0.101223742,Low_Risk
14653,1,0,Low_Risk
14653,2,-0.8951161,Low_Risk
14655,1,0,Low_Risk
14655,2,-0.926504746,Low_Risk
14659,1,-0.561750637,Low_Risk
14659,2,-0.318614584,Low_Risk
14667,1,0.837821357,Low_Risk
14667,2,0.949788375,Low_Risk
14673,2,-1,Low_Risk
14676,1,0.773773169,Low_Risk
14676,2,-0.989502153,Low_Risk
14680,1,-0.223061095,Low_Risk
14680,2,-0.838459557,Low_Risk
14688,1,-0.454850617,Low_Risk
14688,2,0.741230045,Low_Risk
14696,1,-0.265901325,Low_Risk
14696,2,0.142024795,Low_Risk
14698,2,-0.980173545,Low_Risk
14701,1,-0.277828047,Low_Risk
14701,2,0,Low_Risk
14702,1,-0.541628669,Low_Risk
14702,2,0.404294328,Low_Risk
14704,1,0,Low_Risk
14704,2,0.643102661,Low_Risk
14709,1,-0.445161013,Low_Risk
14709,2,0.167246433,Low_Risk
14711,1,0.384401517,Low_Risk
14711,2,0.991097514,Low_Risk
14713,1,0.597136829,Low_Risk
14713,2,0.744106773,Low_Risk
14719,1,1,Low_Risk
14719,2,0.945192301,Low_Risk
14723,2,1,Low_Risk
14730,1,-0.611357292,Low_Risk
14730,2,0.116324879,Low_Risk
14732,1,0.197818223,Low_Risk
14732,2,0.536092958,Low_Risk
14733,1,-0.705998866,Low_Risk
14733,2,0.918656431,Low_Risk
14735,1,-0.112354039,Low_Risk
14735,2,0.502848448,Low_Risk
14739,1,1,Low_Risk
14739,2,-0.857024655,Low_Risk
14744,1,-0.997660888,Low_Risk
14744,2,1,Low_Risk
14755,1,-0.254819359,Low_Risk
14755,2,0.764805588,Low_Risk
14766,1,-0.934739068,Low_Risk
14766,2,-1,Low_Risk
14769,1,0.893487652,Low_Risk
14769,2,0.008334298,Low_Risk
14794,1,0.226253992,Low_Risk
14794,2,-1,Low_Risk
14796,1,0.063429915,Low_Risk
14796,2,-0.860676911,Low_Risk
14825,1,-0.792620181,Low_Risk
14825,2,0.264795156,Low_Risk
14834,1,0,Low_Risk
14834,2,0.842430005,Low_Risk
14849,1,0.741428644,Low_Risk
14849,2,0.642345258,Low_Risk
14866,2,0.613116992,Low_Risk
14868,1,0,Low_Risk
14868,2,0.351582116,Low_Risk
14875,1,0,Low_Risk
14875,2,-0.271363004,Low_Risk
14878,1,0.872975466,Low_Risk
14878,2,1,Low_Risk
14895,1,0.002432943,Low_Risk
14895,2,0.171503096,Low_Risk
14898,1,0.999382666,Low_Risk
14898,2,-1,Low_Risk
14901,2,0.222140943,Low_Risk
14903,1,-0.62373611,Low_Risk
14903,2,-1,Low_Risk
14907,2,-0.618304285,Low_Risk
14910,2,-0.741069793,Low_Risk
14911,1,0.766953904,Low_Risk
14911,2,0.043968523,Low_Risk
14931,1,0,Low_Risk
14931,2,-0.991589441,Low_Risk
14936,1,1,Low_Risk
14936,2,-0.132568231,Low_Risk
14944,1,-0.999982542,Low_Risk
14944,2,-0.063871697,Low_Risk
14961,1,0.054156945,Low_Risk
14961,2,0.328068297,Low_Risk
14963,1,0,Low_Risk
14963,2,1,Low_Risk
15005,1,0.982828553,Low_Risk
15005,2,0.850753124,Low_Risk
15021,1,0.463345685,Low_Risk
15021,2,0.131124906,Low_Risk
15023,1,0.788855074,Low_Risk
15023,2,0.198336654,Low_Risk
15024,1,0,Low_Risk
15024,2,0.84263539,Low_Risk
15033,1,-0.350730996,Low_Risk
15033,2,0.113859508,Low_Risk
15034,1,0.382205319,Low_Risk
15034,2,1,Low_Risk
15039,1,0.145175041,Low_Risk
15039,2,-0.430633171,Low_Risk
15044,1,0.167652803,Low_Risk
15044,2,0.77366573,Low_Risk
15046,1,-0.225692194,Low_Risk
15046,2,-0.143506981,Low_Risk
15058,1,0.171957005,Low_Risk
15058,2,0.70329035,Low_Risk
15061,1,0.012124281,Low_Risk
15061,2,0.581015839,Low_Risk
15078,1,-0.176172092,Low_Risk
15078,2,-0.59892729,Low_Risk
15089,2,-0.813288034,Low_Risk
15093,1,-0.347952198,Low_Risk
15093,2,-1,Low_Risk
15114,1,0.442087028,Low_Risk
15114,2,0.55274906,Low_Risk
15125,1,-0.50860052,Low_Risk
15125,2,-0.961734715,Low_Risk
15134,1,0.979393747,Low_Risk
15134,2,0.444458886,Low_Risk
15144,1,0.794712161,Low_Risk
15144,2,-0.051662848,Low_Risk
15150,1,1,Low_Risk
15150,2,0.087886962,Low_Risk
15152,1,0,Low_Risk
15152,2,0.463751333,Low_Risk
15157,2,0.343850637,Low_Risk
15159,1,0.57124041,Low_Risk
15159,2,0.310637022,Low_Risk
15172,1,-1,Low_Risk
15172,2,0.929954327,Low_Risk
15187,1,1,Low_Risk
15187,2,0.654917167,Low_Risk
15189,1,0.956088185,Low_Risk
15189,2,-0.569528812,Low_Risk
15194,1,-0.046923829,Low_Risk
15194,2,0.434816511,Low_Risk
15197,1,1,Low_Risk
15197,2,-1,Low_Risk
15208,1,0,Low_Risk
15208,2,0.824666882,Low_Risk
15214,1,-1,Low_Risk
15214,2,-0.10550538,Low_Risk
15218,1,0.776711576,Low_Risk
15218,2,-0.159279888,Low_Risk
15251,1,-0.801542081,Low_Risk
15251,2,-0.428628767,Low_Risk
15270,1,-1,Low_Risk
15270,2,1,Low_Risk
15271,1,0.231741543,Low_Risk
15271,2,-0.351982739,Low_Risk
15290,1,0.067335645,Low_Risk
15290,2,0.437602485,Low_Risk
15291,1,-0.303159916,Low_Risk
15291,2,1,Low_Risk
15298,1,0.474503481,Low_Risk
15298,2,-0.894169077,Low_Risk
15311,1,0.544574604,Low_Risk
15311,2,-0.088653397,Low_Risk
15344,2,-0.371938197,Low_Risk
15351,2,-0.529208734,Low_Risk
15356,1,0.769933885,Low_Risk
15356,2,-0.897621937,Low_Risk
15358,1,-0.750796864,Low_Risk
15358,2,0.263115663,Low_Risk
15365,1,0,Low_Risk
15365,2,-0.524785876,Low_Risk
15373,1,0.745035281,Low_Risk
15373,2,0.91997992,Low_Risk
15380,2,0.085986689,Low_Risk
15382,1,-0.981239558,Low_Risk
15382,2,-1,Low_Risk
15392,2,0.117688635,Low_Risk
15434,1,0,Low_Risk
15434,2,-0.582250404,Low_Risk
15443,1,0,Low_Risk
15443,2,0.462524611,Low_Risk
15453,1,0,Low_Risk
15453,2,0.272393134,Low_Risk
15465,1,-0.416270412,Low_Risk
15465,2,-0.023929137,Low_Risk
15473,2,-1,Low_Risk
15482,1,-1,Low_Risk
15482,2,1,Low_Risk
15484,2,-0.583600759,Low_Risk
15498,1,-0.316648809,Low_Risk
15498,2,-0.421084437,Low_Risk
15502,1,-1,Low_Risk
15502,2,0.147225961,Low_Risk
15513,1,0.259098775,Low_Risk
15513,2,0.109927453,Low_Risk
15514,1,1,Low_Risk
15514,2,0,Low_Risk
15527,1,-0.878216661,Low_Risk
15527,2,0.939258038,Low_Risk
15529,1,0.088989312,Low_Risk
15529,2,-0.304046324,Low_Risk
15544,1,-0.974521027,Low_Risk
15544,2,-0.107993538,Low_Risk
15547,1,0.430881846,Low_Risk
15547,2,-0.009726466,Low_Risk
15555,1,0.994385853,Low_Risk
