CustomerID,Max of InvoiceDate,Distinct Count of InvoiceDate,Sum of Revenue,Recency,Frequency,Monetary,RFM Score
12669,40736.4125,4,1607.73,2,3,4,234
12670,40876.64097,6,2986.15,5,4,5,545
12672,40557.38889,1,225.9,1,0,1,101
12673,40881.57986,2,610.52,5,2,3,523
12674,40875.51528,7,1952.26,4,4,4,444
12676,40862.51736,6,1331.39,4,4,4,444
12678,40844.54444,13,17603.26,3,5,5,355
12679,40834.57153,9,1058.67,3,5,4,354
12680,40886.53472,4,862.81,5,3,3,533
12681,40872.48264,27,13731.59,4,5,5,455
12682,40883.41667,31,12279.82,5,5,5,555
12683,40882.68819,20,8272.09,5,5,5,555
12684,40879.41181,7,2283.63,5,4,5,545
12685,40858.57361,6,2863.08,4,4,5,445
12686,40515.41042,1,89.14,1,0,1,101
12688,40773.36736,1,4873.81,2,0,5,205
12689,40861.35486,2,1247.61,4,2,4,424
12690,40681.38125,1,389.01,1,0,2,102
12691,40858.70069,6,1035.8,4,4,4,444
12693,40766.38611,6,845.96,2,4,3,243
12694,40816.54583,2,869.67,3,2,3,323
12695,40879.55694,4,582.1,5,3,3,533
12697,40865.67847,5,939.02,4,4,4,444
12700,40879.45069,6,4939.99,5,4,5,545
12701,40807.44931,2,797.71,2,2,3,223
12702,40867.44167,1,219,4,0,1,401
12703,40822.80764,2,274.7,3,2,2,322
12704,40879.55208,10,2340.84,5,5,5,555
12705,40871.55347,14,6814.24,4,5,5,455
12707,40595.35972,1,603.42,1,0,3,103
12708,40857.41111,16,2616.32,4,5,5,455
12709,40883.69583,26,9264.1,5,5,5,555
12710,40790.5,4,1130.57,2,3,4,234
12712,40864.38542,17,4352.63,4,5,5,455
12713,40886.51111,1,853.59,5,0,3,503
12714,40877.65486,5,4708.86,5,4,5,545
12715,40780.64028,1,353.86,2,0,2,202
12716,40883.37153,2,1053.49,5,2,4,524
12717,40735.61875,3,1030.98,2,3,4,234
12718,40815.69306,1,238.25,2,0,1,201
12719,40881.57292,3,608.1,5,3,3,533
12720,40884.33542,29,5731.28,5,5,5,555
12721,40855.50903,7,2628.98,3,4,5,345
12722,40801.61806,6,904.33,2,4,3,243
12723,40883.42986,5,725.07,5,4,3,543
12724,40881.66806,4,1031.41,5,3,4,534
12725,40515.65625,1,427.8,1,0,2,102
12726,40858.56597,7,2609.1,4,4,5,445
12727,40876.49028,9,3980.7,5,5,5,555
12728,40815.64653,4,836.33,2,3,3,233
12729,40773.48611,1,453.01,2,0,2,202
12731,40863.49931,14,18879.41,4,5,5,455
12732,40707.48125,1,236.26,1,0,1,101
12733,40652.67986,1,383.95,1,0,2,102
12734,40534.53264,1,110.4,1,0,1,101
12735,40571.56736,2,779.57,1,2,3,123
12736,40554.33125,1,234,1,0,1,101
12738,40514.76875,1,155.35,1,0,1,101
12739,40808.54167,2,1013.04,2,2,4,224
12740,40823.44722,1,427.6,3,0,2,302
12743,40752.68125,2,540.13,2,2,3,223
12744,40835.47083,10,9120.39,3,5,5,355
12747,40884.60694,11,4196.01,5,5,5,555
12748,40886.51389,225,31055.77,5,5,5,555
12749,40883.41389,8,3868.2,5,5,5,555
12750,40758.38403,1,275.88,2,0,2,202
12752,40805.56389,1,4366.78,2,0,5,205
12753,40883.48611,11,21257.01,5,5,5,555
12754,40651.375,6,2949.12,1,4,5,145
12755,40637.425,4,2203.2,1,3,5,135
12756,40800.39653,1,112.08,2,0,1,201
12757,40871.52083,19,4257.7,4,5,5,455
12758,40770.43194,2,2791.59,2,2,5,225
12759,40834.61736,3,1531.44,3,3,4,334
12762,40879.43264,2,1923.72,5,2,4,524
12763,40748.59167,2,494.08,2,2,3,223
12764,40570.42986,1,1693.88,1,0,4,104
12766,40883.36528,7,6989.63,5,4,5,545
12769,40648.43403,1,1143.6,1,0,4,104
12770,40676.39792,1,1351.45,1,0,4,104
12772,40827.38819,1,892.47,3,0,3,303
12775,40869.68958,6,1351.24,4,4,4,444
12778,40867.48542,7,822.23,4,4,3,443
12779,40865.71528,12,3893.7,4,5,5,455
12781,40865.65625,5,711.72,4,4,3,443
12782,40882.38611,6,2318.32,5,4,5,545
12783,40884.66389,8,1603.87,5,5,4,554
12784,40877.65139,2,532.82,5,2,3,523
12785,40884.53194,2,305.71,5,2,2,522
12787,40877.36389,3,463.66,5,3,2,532
12789,40821.56528,1,91.85,3,0,1,301
12790,40694.59306,1,324.92,1,0,2,102
12791,40513.47708,1,192.6,0,0,1,001
12792,40630.48333,1,400.54,1,0,2,102
12793,40552.50833,2,545.48,1,2,3,123
12794,40833.62083,2,860.41,3,2,3,323
12795,40868.43542,1,430.48,4,0,2,402
12797,40526.68333,3,239.18,1,3,2,132
12798,40876.66111,3,6977.04,5,3,5,535
12802,40703.40556,2,427.58,1,2,2,122
12808,40850.42014,3,483.65,3,3,3,333
12809,40718.63542,2,484.36,2,2,3,223
12811,40626.40417,3,514.85,1,3,3,133
12812,40842.4125,1,229.64,3,0,1,301
12814,40785.50764,1,125.92,2,0,1,201
12815,40739.43125,2,1063.46,2,2,4,224
12816,40791.52847,2,572.2,2,2,3,223
12817,40605.68611,1,166.04,1,0,1,101
12818,40708.57917,2,1517.88,1,2,4,124
12820,40883.63333,4,942.34,5,3,4,534
12821,40672.66042,1,92.72,1,0,1,101
12822,40816.41944,3,918.98,3,3,4,334
12823,40812.31597,5,1759.5,2,4,4,244
12824,40827.53403,1,397.12,3,0,2,302
12826,40884.43403,8,1468.12,5,5,4,554
12827,40881.51181,3,430.15,5,3,2,532
12828,40884.36458,6,1018.71,5,4,4,544
12829,40564.53889,3,253.05,1,3,2,132
12830,40849.49583,7,6748.4,3,4,5,345
12831,40624.54306,1,215.05,1,0,1,101
12832,40854.5625,2,383.03,3,2,2,322
12833,40741.57361,1,417.38,2,0,2,202
12834,40604.40903,1,312.38,1,0,2,102
12836,40827.63194,5,2612.86,3,4,5,345
12837,40713.67153,1,134.1,2,0,1,201
12838,40853.51389,2,672.6,3,2,3,323
12839,40884.52292,16,5588.66,5,5,5,555
12840,40743.39514,6,2714.27,2,4,5,245
12841,40882.46736,25,3854.87,5,5,5,555
12842,40816.64792,2,1118.99,3,2,4,324
12843,40821.50625,9,1680.76,3,5,4,354
12844,40857.56319,2,325.96,4,2,2,422
12845,40619.56528,4,354.09,1,3,2,132
12847,40864.55278,1,862.36,4,0,3,403
12849,40855.57014,2,1010.29,4,2,4,424
12851,40790.52847,1,135.18,2,0,1,201
12852,40596.62222,2,299.75,1,2,2,122
12853,40779.45833,9,1934.7,2,5,4,254
12854,40808.51042,5,1289.15,2,4,4,244
12855,40514.40069,1,38.1,1,0,1,101
12856,40879.45278,8,2159.73,5,5,5,555
12857,40676.43056,2,1106.4,1,2,4,124
12863,40834.59375,2,521.2,3,2,3,323
12864,40748.54375,1,147.12,2,0,1,201
12865,40860.60486,3,1548.07,4,3,4,434
12866,40603.59097,1,559.12,1,0,3,103
12867,40860.64583,10,3964.41,4,5,5,455
12868,40701.44583,6,1607.06,1,4,4,144
12870,40520.60208,1,-14.9,1,0,1,101
12871,40802.62986,2,380.64,2,2,2,222
12872,40560.45278,2,599.97,1,2,3,123
12873,40604.62361,1,374,1,0,2,102
12875,40743.64583,2,343.23,2,2,2,222
12876,40829.51806,2,2218.02,3,2,5,325
12877,40883.4375,12,1537.72,5,5,4,554
12878,40868.60417,3,841.64,4,3,3,433
12879,40842.51667,4,552.57,3,3,3,333
12881,40611.48889,1,298,1,0,2,102
12882,40877.67917,2,1463.04,5,2,4,524
12883,40862.39722,4,703.47,4,3,3,433
12884,40798.54861,1,309.05,2,0,2,202
12885,40823.56944,4,1158.27,3,3,4,334
12886,40819.42292,3,1356.09,3,3,4,334
12888,40672.66806,4,313.77,1,3,2,132
12890,40862.72639,1,376.72,4,0,2,402
12891,40701.52153,3,331,1,3,2,132
12893,40856.52361,1,176.55,4,0,1,401
12895,40844.57708,3,364.3,3,3,2,332
12897,40682.50903,2,216.5,1,2,1,121
12901,40878.42153,36,16752.1,5,5,5,555
12902,40622.50417,1,138.68,1,0,1,101
12904,40868.60694,2,496.06,4,2,3,423
12906,40875.41319,4,2919.81,4,3,5,435
12908,40828.42431,4,750,3,3,3,333
12909,40847.52986,8,2128.83,3,5,5,355
12910,40863.60278,8,3075.04,4,5,5,455
12912,40884.37153,5,1662.3,5,4,4,544
12913,40882.50764,5,2483.63,5,4,5,545
12915,40738.48194,2,363.65,2,2,2,222
12916,40748.44097,5,2921.15,2,4,5,245
12917,40758.69583,1,594,2,0,3,203
12919,40878.57431,8,1301.44,5,5,4,554
12920,40869.62847,1,162.78,4,0,1,401
12921,40883.41389,49,16389.74,5,5,5,555
12922,40725.64931,1,405.38,2,0,2,202
12923,40822.68056,1,176.97,3,0,1,301
12924,40798.57986,5,929.95,2,4,4,244
12925,40882.46597,2,694.05,5,2,3,523
12928,40851.6,5,2062.7,3,4,5,345
12929,40764.60417,2,105.1,2,2,1,221
12930,40808.6375,4,409.9,2,3,2,232
12931,40865.52708,20,35454.81,4,5,5,455
12933,40862.69306,4,606.28,4,3,3,433
12935,40884.72569,8,2156.45,5,5,5,555
12936,40869.73056,5,1063.9,4,4,4,444
12937,40871.62847,4,1504.27,4,3,4,434
12938,40861.47292,1,114.14,4,0,1,401
12939,40822.60625,8,11581.8,3,5,5,355
12940,40840.58611,4,876.29,3,3,3,333
12942,40755.61042,3,675.6,2,3,3,233
12943,40585.63403,1,-3.75,1,0,1,101
12944,40851.46111,2,604.51,3,2,3,323
12945,40598.59375,1,462.95,1,0,2,102
12947,40743.42083,11,1537.29,2,5,4,254
12948,40870.71528,8,2053.7,4,5,5,455
12949,40856.47569,10,4158.02,4,5,5,455
12950,40884.55347,3,1843,5,3,4,534
12951,40878.50972,8,1042.07,5,5,4,554
12952,40881.44097,5,1382.84,5,4,4,544
12953,40877.39167,1,329.85,5,0,2,502
12955,40885.68681,14,4751.26,5,5,5,555
12956,40580.67222,1,108.07,1,0,1,101
12957,40882.68889,12,3989.04,5,5,5,555
12962,40879.66319,2,266.39,5,2,2,522
12963,40878.53819,9,1841.03,5,5,4,554
12965,40797.64653,1,771.91,2,0,3,203
12966,40877.52639,1,160.18,5,0,1,501
12967,40883.59653,4,1209.75,5,3,4,534
12968,40774.65556,1,135.95,2,0,1,201
12970,40879.60417,4,410.15,5,3,2,532
12971,40883.51389,86,10966.26,5,5,5,555
12974,40689.39792,1,144.8,1,0,1,101
12976,40675.41319,1,738.6,1,0,3,103
12977,40730.69444,1,39.24,2,0,1,201
12980,40731.4875,12,7092.06,2,5,5,255
12981,40857.5,2,372.22,4,2,2,422
12982,40647.45069,2,377.2,1,2,2,122
12984,40868.52569,1,97.5,4,0,1,401
12985,40886.44861,3,1263.02,5,3,4,534
12987,40813.50208,3,545,2,3,3,233
12988,40594.60486,1,505.82,1,0,3,103
12989,40883.64444,19,6854.51,5,5,5,555
12990,40855.54236,3,409.5,4,3,2,432
12991,40863.64861,2,503.76,4,2,3,423
12993,40863.65903,4,414.76,4,3,2,432
12994,40882.65486,5,902.22,5,4,3,543
12995,40809.38889,2,200.72,2,2,1,221
12997,40864.65764,7,1197.94,4,4,4,444
12999,40690.55833,3,455.88,1,3,2,132
13000,40780.44653,3,534.85,2,3,3,233
13001,40882.61875,14,9765.07,5,5,5,555
13002,40568.6375,1,120.95,1,0,1,101
13003,40781.45139,3,149.05,2,3,1,231
13004,40875.47708,22,5618.43,4,5,5,455
13005,40713.45347,3,468.95,2,3,2,232
13006,40830.57569,1,81.57,3,0,1,301
13008,40563.6,2,229.47,1,2,1,121
13011,40514.72361,1,50.55,1,0,1,101
13012,40877.54514,11,1371.62,5,5,4,554
13013,40885.62569,15,4786.99,5,5,5,555
13014,40884.39167,16,3365.43,5,5,5,555
13015,40833.55486,5,3346.28,3,4,5,345
13016,40813.58889,3,789.89,2,3,3,233
13017,40879.66181,1,204,5,0,1,501
13018,40870.56111,27,7277.79,4,5,5,455
13021,40882.69236,12,2606.9,5,5,5,555
13023,40822.68542,2,689.9,3,2,3,323
13026,40885.70694,8,951.15,5,5,4,554
13027,40773.40208,6,6912,2,4,5,245
13028,40864.46528,3,683.08,4,3,3,433
13029,40856.38403,3,1247.5,4,3,4,434
13030,40875.60417,2,752.44,5,2,3,523
13032,40848.41389,3,996.52,3,3,4,334
13033,40529.59931,1,190.55,1,0,1,101
13034,40832.51458,2,642.77,3,2,3,323
13035,40829.51597,3,886.63,3,3,3,333
13037,40748.65694,3,881.07,2,3,3,233
13038,40806.60903,3,908.46,2,3,3,233
13040,40878.44306,2,676.99,5,2,3,523
13043,40633.50972,2,471.57,1,2,3,123
13044,40595.63889,1,560.47,1,0,3,103
13045,40787.62778,1,305.28,2,0,2,202
13046,40856.35833,2,629.31,4,2,3,423
13047,40855.50694,17,3094.1,3,5,5,355
13048,40872.55764,5,1819.41,4,4,4,444
13049,40822.64653,2,656.68,3,2,3,323
13050,40877.72778,28,5689.61,5,5,5,555
13052,40674.59167,1,348.15,1,0,2,102
13055,40822.78958,4,1201.96,3,3,4,334
13058,40862.52986,3,271.4,4,3,2,432
13059,40637.44444,1,183.4,1,0,1,101
13060,40633.48403,1,307.53,1,0,2,102
13061,40814.66944,1,248.61,2,0,2,202
13062,40695.63333,1,346.98,1,0,2,102
13064,40874.52153,4,1105.59,4,3,4,434
13065,40513.70278,1,205.86,1,0,1,101
13066,40862.56875,3,430.9,4,3,2,432
13067,40804.56806,1,115.46,2,0,1,201
13068,40876.625,2,344,5,2,2,522
13069,40886.36042,26,3922.14,5,5,5,555
13070,40694.57292,1,228.8,1,0,1,101
13072,40620.34167,1,177.15,1,0,1,101
13075,40757.42986,1,919.61,2,0,4,204
13077,40885.80833,4,728.02,5,3,3,533
13078,40885.78333,43,12432.28,5,5,5,555
13079,40882.70347,5,220.1,5,4,1,541
13080,40707.62431,1,58.08,1,0,1,101
13081,40885.55069,21,27989.56,5,5,5,555
13082,40760.67778,10,3595.48,2,5,5,255
13083,40882.62569,2,303.75,5,2,2,522
13085,40729.50764,3,302.38,2,3,2,232
13089,40884.37639,114,57356.13,5,5,5,555
13090,40878.52708,18,8706.39,5,5,5,555
13091,40865.7,2,335.42,4,2,2,422
13092,40816.47083,6,477.83,3,4,3,343
13093,40619.71944,12,7758.47,1,5,5,155
13094,40865.58819,16,1708.86,4,5,4,454
13095,40816.50208,1,74.4,3,0,1,301
13097,40854.44653,14,5886.12,3,5,5,355
13098,40885.59306,41,28663.88,5,5,5,555
13099,40787.73611,1,207.36,2,0,1,201
13101,40652.60903,1,101.19,1,0,1,101
13102,40885.53611,26,6354.29,5,5,5,555
13103,40847.40139,1,243.94,3,0,2,302
13104,40883.54861,6,1098.48,5,4,4,544
13106,40758.49306,2,76.5,2,2,1,221
13107,40842.61944,5,1524.07,3,4,4,344
13108,40514.44097,1,350.06,1,0,2,102
13109,40884.52639,5,766.84,5,4,3,543
13110,40855.60417,8,1452.87,4,5,4,454
13113,40886.53403,39,11190,5,5,5,555
13115,40878.40208,14,2210.63,5,5,5,555
13116,40769.60833,2,485.19,2,2,3,223
13117,40865.50139,8,984.91,4,5,4,454
13118,40867.53194,6,1125,4,4,4,444
13120,40648.42986,1,30.6,1,0,1,101
