CustomerID,RFM_Score,Risk_Group,Country
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
15291,455,Low_Risk,United Kingdom
15291,455,Low_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
14688,555,Low_Risk,United Kingdom
14688,555,Low_Risk,United Kingdom
14688,555,Low_Risk,United Kingdom
14688,555,Low_Risk,United Kingdom
14688,555,Low_Risk,United Kingdom
14688,555,Low_Risk,United Kingdom
14688,555,Low_Risk,United Kingdom
14688,555,Low_Risk,United Kingdom
14688,555,Low_Risk,United Kingdom
14688,555,Low_Risk,United Kingdom
14688,555,Low_Risk,United Kingdom
14688,555,Low_Risk,United Kingdom
14688,555,Low_Risk,United Kingdom
14688,555,Low_Risk,United Kingdom
14688,555,Low_Risk,United Kingdom
14688,555,Low_Risk,United Kingdom
14688,555,Low_Risk,United Kingdom
14688,555,Low_Risk,United Kingdom
14688,555,Low_Risk,United Kingdom
17809,455,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
15311,555,Low_Risk,United Kingdom
16098,254,Medium_Risk,United Kingdom
16098,254,Medium_Risk,United Kingdom
16098,254,Medium_Risk,United Kingdom
16098,254,Medium_Risk,United Kingdom
16098,254,Medium_Risk,United Kingdom
16098,254,Medium_Risk,United Kingdom
16098,254,Medium_Risk,United Kingdom
16098,254,Medium_Risk,United Kingdom
16098,254,Medium_Risk,United Kingdom
16098,254,Medium_Risk,United Kingdom
16098,254,Medium_Risk,United Kingdom
16098,254,Medium_Risk,United Kingdom
18074,3,Medium_Risk,United Kingdom
18074,3,Medium_Risk,United Kingdom
18074,3,Medium_Risk,United Kingdom
18074,3,Medium_Risk,United Kingdom
18074,3,Medium_Risk,United Kingdom
18074,3,Medium_Risk,United Kingdom
18074,3,Medium_Risk,United Kingdom
18074,3,Medium_Risk,United Kingdom
18074,3,Medium_Risk,United Kingdom
18074,3,Medium_Risk,United Kingdom
18074,3,Medium_Risk,United Kingdom
18074,3,Medium_Risk,United Kingdom
18074,3,Medium_Risk,United Kingdom
17420,333,Medium_Risk,United Kingdom
17420,333,Medium_Risk,United Kingdom
17420,333,Medium_Risk,United Kingdom
17420,333,Medium_Risk,United Kingdom
17420,333,Medium_Risk,United Kingdom
17420,333,Medium_Risk,United Kingdom
17420,333,Medium_Risk,United Kingdom
16029,355,Medium_Risk,United Kingdom
16029,355,Medium_Risk,United Kingdom
16029,355,Medium_Risk,United Kingdom
16029,355,Medium_Risk,United Kingdom
16029,355,Medium_Risk,United Kingdom
16029,355,Medium_Risk,United Kingdom
16029,355,Medium_Risk,United Kingdom
16029,355,Medium_Risk,United Kingdom
16250,122,High_Risk,United Kingdom
16250,122,High_Risk,United Kingdom
16250,122,High_Risk,United Kingdom
16250,122,High_Risk,United Kingdom
16250,122,High_Risk,United Kingdom
16250,122,High_Risk,United Kingdom
16250,122,High_Risk,United Kingdom
16250,122,High_Risk,United Kingdom
16250,122,High_Risk,United Kingdom
16250,122,High_Risk,United Kingdom
16250,122,High_Risk,United Kingdom
16250,122,High_Risk,United Kingdom
16250,122,High_Risk,United Kingdom
16250,122,High_Risk,United Kingdom
12431,355,Medium_Risk,Australia
12431,355,Medium_Risk,Australia
12431,355,Medium_Risk,Australia
12431,355,Medium_Risk,Australia
12431,355,Medium_Risk,Australia
12431,355,Medium_Risk,Australia
12431,355,Medium_Risk,Australia
12431,355,Medium_Risk,Australia
12431,355,Medium_Risk,Australia
12431,355,Medium_Risk,Australia
12431,355,Medium_Risk,Australia
12431,355,Medium_Risk,Australia
12431,355,Medium_Risk,Australia
12431,355,Medium_Risk,Australia
17511,555,Low_Risk,United Kingdom
17511,555,Low_Risk,United Kingdom
17511,555,Low_Risk,United Kingdom
17511,555,Low_Risk,United Kingdom
17511,555,Low_Risk,United Kingdom
17511,555,Low_Risk,United Kingdom
17511,555,Low_Risk,United Kingdom
17511,555,Low_Risk,United Kingdom
17511,555,Low_Risk,United Kingdom
17511,555,Low_Risk,United Kingdom
17511,555,Low_Risk,United Kingdom
17511,555,Low_Risk,United Kingdom
17511,555,Low_Risk,United Kingdom
17511,555,Low_Risk,United Kingdom
17511,555,Low_Risk,United Kingdom
17511,555,Low_Risk,United Kingdom
17511,555,Low_Risk,United Kingdom
17511,555,Low_Risk,United Kingdom
17511,555,Low_Risk,United Kingdom
17511,555,Low_Risk,United Kingdom
17511,555,Low_Risk,United Kingdom
17511,555,Low_Risk,United Kingdom
17511,555,Low_Risk,United Kingdom
17511,555,Low_Risk,United Kingdom
13705,533,Medium_Risk,United Kingdom
13705,533,Medium_Risk,United Kingdom
13705,533,Medium_Risk,United Kingdom
13705,533,Medium_Risk,United Kingdom
13705,533,Medium_Risk,United Kingdom
13705,533,Medium_Risk,United Kingdom
13705,533,Medium_Risk,United Kingdom
13705,533,Medium_Risk,United Kingdom
13705,533,Medium_Risk,United Kingdom
13705,533,Medium_Risk,United Kingdom
13747,1,Medium_Risk,United Kingdom
13408,555,Low_Risk,United Kingdom
13408,555,Low_Risk,United Kingdom
13408,555,Low_Risk,United Kingdom
13408,555,Low_Risk,United Kingdom
13408,555,Low_Risk,United Kingdom
13408,555,Low_Risk,United Kingdom
13408,555,Low_Risk,United Kingdom
13408,555,Low_Risk,United Kingdom
13408,555,Low_Risk,United Kingdom
13408,555,Low_Risk,United Kingdom
13408,555,Low_Risk,United Kingdom
13767,555,Low_Risk,United Kingdom
13767,555,Low_Risk,United Kingdom
13767,555,Low_Risk,United Kingdom
13767,555,Low_Risk,United Kingdom
13767,555,Low_Risk,United Kingdom
13767,555,Low_Risk,United Kingdom
13767,555,Low_Risk,United Kingdom
13767,555,Low_Risk,United Kingdom
13767,555,Low_Risk,United Kingdom
13767,555,Low_Risk,United Kingdom
13767,555,Low_Risk,United Kingdom
13767,555,Low_Risk,United Kingdom
13767,555,Low_Risk,United Kingdom
13767,555,Low_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17924,555,Low_Risk,United Kingdom
17924,555,Low_Risk,United Kingdom
13448,455,Low_Risk,United Kingdom
13448,455,Low_Risk,United Kingdom
13448,455,Low_Risk,United Kingdom
13448,455,Low_Risk,United Kingdom
13448,455,Low_Risk,United Kingdom
13448,455,Low_Risk,United Kingdom
13448,455,Low_Risk,United Kingdom
13448,455,Low_Risk,United Kingdom
13448,455,Low_Risk,United Kingdom
13448,455,Low_Risk,United Kingdom
13448,455,Low_Risk,United Kingdom
13448,455,Low_Risk,United Kingdom
13448,455,Low_Risk,United Kingdom
13448,455,Low_Risk,United Kingdom
13448,455,Low_Risk,United Kingdom
13448,455,Low_Risk,United Kingdom
13448,455,Low_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
13448,455,Low_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15862,533,Medium_Risk,United Kingdom
15513,455,Low_Risk,United Kingdom
15513,455,Low_Risk,United Kingdom
15513,455,Low_Risk,United Kingdom
12791,1,Medium_Risk,Netherlands
12791,1,Medium_Risk,Netherlands
16218,455,Low_Risk,United Kingdom
16218,455,Low_Risk,United Kingdom
16218,455,Low_Risk,United Kingdom
16218,455,Low_Risk,United Kingdom
16218,455,Low_Risk,United Kingdom
16218,455,Low_Risk,United Kingdom
16218,455,Low_Risk,United Kingdom
16218,455,Low_Risk,United Kingdom
16218,455,Low_Risk,United Kingdom
16218,455,Low_Risk,United Kingdom
16218,455,Low_Risk,United Kingdom
16218,455,Low_Risk,United Kingdom
16218,455,Low_Risk,United Kingdom
16218,455,Low_Risk,United Kingdom
16218,455,Low_Risk,United Kingdom
16218,455,Low_Risk,United Kingdom
16218,455,Low_Risk,United Kingdom
16218,455,Low_Risk,United Kingdom
16218,455,Low_Risk,United Kingdom
16218,455,Low_Risk,United Kingdom
16218,455,Low_Risk,United Kingdom
16218,455,Low_Risk,United Kingdom
16218,455,Low_Risk,United Kingdom
16218,455,Low_Risk,United Kingdom
16218,455,Low_Risk,United Kingdom
16218,455,Low_Risk,United Kingdom
16218,455,Low_Risk,United Kingdom
16218,455,Low_Risk,United Kingdom
14045,234,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
17850,155,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
14307,245,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17908,1,Medium_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
17920,555,Low_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
12838,323,Medium_Risk,United Kingdom
13255,532,Medium_Risk,United Kingdom
13255,532,Medium_Risk,United Kingdom
13255,532,Medium_Risk,United Kingdom
13255,532,Medium_Risk,United Kingdom
13255,532,Medium_Risk,United Kingdom
13255,532,Medium_Risk,United Kingdom
16583,101,Medium_Risk,United Kingdom
16583,101,Medium_Risk,United Kingdom
16583,101,Medium_Risk,United Kingdom
16583,101,Medium_Risk,United Kingdom
16583,101,Medium_Risk,United Kingdom
16583,101,Medium_Risk,United Kingdom
16583,101,Medium_Risk,United Kingdom
16583,101,Medium_Risk,United Kingdom
16583,101,Medium_Risk,United Kingdom
16583,101,Medium_Risk,United Kingdom
16583,101,Medium_Risk,United Kingdom
16583,101,Medium_Risk,United Kingdom
16583,101,Medium_Risk,United Kingdom
16583,101,Medium_Risk,United Kingdom
18085,123,High_Risk,United Kingdom
18085,123,High_Risk,United Kingdom
18085,123,High_Risk,United Kingdom
18085,123,High_Risk,United Kingdom
18085,123,High_Risk,United Kingdom
18085,123,High_Risk,United Kingdom
18085,123,High_Risk,United Kingdom
18085,123,High_Risk,United Kingdom
18085,123,High_Risk,United Kingdom
13758,445,Medium_Risk,United Kingdom
13758,445,Medium_Risk,United Kingdom
13758,445,Medium_Risk,United Kingdom
13758,445,Medium_Risk,United Kingdom
13758,445,Medium_Risk,United Kingdom
13758,445,Medium_Risk,United Kingdom
13758,445,Medium_Risk,United Kingdom
13758,445,Medium_Risk,United Kingdom
13758,445,Medium_Risk,United Kingdom
13758,445,Medium_Risk,United Kingdom
13758,445,Medium_Risk,United Kingdom
13758,445,Medium_Risk,United Kingdom
13758,445,Medium_Risk,United Kingdom
13758,445,Medium_Risk,United Kingdom
13758,445,Medium_Risk,United Kingdom
13758,445,Medium_Risk,United Kingdom
13758,445,Medium_Risk,United Kingdom
13694,555,Low_Risk,United Kingdom
13694,555,Low_Risk,United Kingdom
13694,555,Low_Risk,United Kingdom
13694,555,Low_Risk,United Kingdom
13694,555,Low_Risk,United Kingdom
13694,555,Low_Risk,United Kingdom
15983,434,Medium_Risk,United Kingdom
15983,434,Medium_Risk,United Kingdom
15983,434,Medium_Risk,United Kingdom
15983,434,Medium_Risk,United Kingdom
15983,434,Medium_Risk,United Kingdom
15983,434,Medium_Risk,United Kingdom
15983,434,Medium_Risk,United Kingdom
15983,434,Medium_Risk,United Kingdom
15983,434,Medium_Risk,United Kingdom
15983,434,Medium_Risk,United Kingdom
15983,434,Medium_Risk,United Kingdom
15983,434,Medium_Risk,United Kingdom
